Date,DPIS
2023/3/17,0.675865772
2023/3/20,0.046778963
2023/3/21,0.077707935
2023/3/22,1.206394477
2023/3/23,-0.607119359
2023/3/24,-1.271965512
2023/3/27,-1.747101389
2023/3/28,0.020686158
2023/3/29,0.016374212
2023/3/30,0.295607529
2023/3/31,-0.326542083
2023/4/3,0.097007613
2023/4/4,-0.227023827
2023/4/6,-0.832801081
2023/4/7,-0.360921117
2023/4/10,0.656698283
2023/4/11,-2.064269288
2023/4/12,-0.182837722
2023/4/13,1.780021107
2023/4/14,0.13198828
2023/4/17,0.345759022
2023/4/18,-0.431589131
2023/4/19,0.848749004
2023/4/20,0.52128925
2023/4/21,0.40050185
2023/4/24,-0.509323946
2023/4/25,-1.256530028
2023/4/26,1.038305559
2023/4/27,1.520050913
2023/4/28,1.309670732
2023/5/4,-0.792500773
2023/5/5,2.455704009
2023/5/8,-0.248683683
2023/5/9,-0.431589131
2023/5/10,0.141193719
2023/5/11,0.306891615
2023/5/12,-0.66022094
2023/5/15,-0.742528392
2023/5/16,-0.404784022
2023/5/17,-0.266195907
2023/5/18,0.764331105
2023/5/19,-0.387794869
2023/5/22,-0.678927179
2023/5/23,-1.791948398
2023/5/24,-1.31998702
2023/5/25,-1.302219062
2023/5/26,0.226166999
2023/5/29,0.604875073
2023/5/30,0.549065462
2023/5/31,-0.296398148
2023/6/1,-0.488123542
2023/6/2,-0.042915054
2023/6/5,-0.875788075
2023/6/6,-0.653688603
2023/6/7,-0.29277696
2023/6/8,-0.917431726
2023/6/9,-1.022373727
2023/6/12,0.742365223
2023/6/13,-0.595241373
2023/6/14,-0.042915054
2023/6/15,-0.509323946
2023/6/16,0.405555034
2023/6/19,-0.996933242
2023/6/20,-0.820263207
2023/6/21,-1.542086492
2023/6/26,-0.266195907
2023/6/27,-2.064269288
2023/6/28,-1.827642956
2023/6/29,-0.840719737
2023/6/30,0.584943069
2023/7/3,-1.302219062
2023/7/4,-1.364406914
2023/7/5,0.129121012
2023/7/6,-1.136060894
2023/7/7,-0.742528392
2023/7/10,0.783900708
2023/7/11,-1.017786098
2023/7/12,-0.742528392
2023/7/13,-0.488123542
2023/7/14,0.093373258
2023/7/17,-0.875788075
2023/7/18,0.48709505
2023/7/19,-0.742528392
2023/7/20,-0.431589131
2023/7/21,-0.653688603
2023/7/24,-0.108916312
2023/7/25,-0.311997107
2023/7/26,-0.431589131
2023/7/27,1.356311621
2023/7/28,0.656698283
2023/7/31,0.656698283
2023/8/1,0.275091008
2023/8/2,1.027921687
2023/8/3,-0.248683683
2023/8/4,2.483466443
2023/8/7,1.292710409
2023/8/8,0.848749004
2023/8/9,-1.256530028
2023/8/10,0.764331105
2023/8/11,-0.369401278
2023/8/14,1.198334416
2023/8/15,-1.071758198
2023/8/16,-0.515626769
2023/8/17,-0.625926169
2023/8/18,0.689238439
2023/8/21,0.368622203
2023/8/22,0.30003266
2023/8/23,-1.388325319
2023/8/24,-1.169411106
2023/8/25,0.13198828
2023/8/28,-0.509323946
2023/8/29,-0.559023254
2023/8/30,0.33379982
2023/8/31,0.069925807
2023/9/1,0.918092278
2023/9/4,1.123107175
2023/9/5,0.318953914
2023/9/6,-0.298871153
2023/9/7,-1.115655505
2023/9/8,-0.742528392
2023/9/11,0.016374212
2023/9/12,-0.695096979
2023/9/13,-0.349763009
2023/9/14,-0.431589131
2023/9/15,-0.142859817
2023/9/18,-1.505742942
2023/9/19,0.006353491
2023/9/20,-0.900931412
2023/9/21,-0.523041855
2023/9/22,-0.555964835
2023/9/25,-0.595241373
2023/9/26,-1.346116369
2023/9/27,-0.329641832
2023/9/28,-0.311997107
2023/10/9,1.229109196
2023/10/10,0.746970972
2023/10/11,-1.086198102
2023/10/12,1.033413158
2023/10/13,0.190289392
2023/10/16,-1.208937284
2023/10/17,-0.742528392
2023/10/18,0.456808758
2023/10/19,-0.142859817
2023/10/20,-0.542638867
2023/10/23,1.98228145
2023/10/24,-0.832801081
2023/10/25,-0.488123542
2023/10/26,-0.527262749
2023/10/27,-0.775068547
2023/10/30,0.683098787
2023/10/31,-0.311997107
2023/11/1,0.190289392
2023/11/2,1.123107175
2023/11/3,-0.675095781
2023/11/6,-0.431589131
2023/11/7,-0.996933242
2023/11/8,-0.975732838
2023/11/9,-0.979017407
2023/11/10,-0.402529387
2023/11/13,-0.803364334
2023/11/14,-1.042362679
2023/11/15,0.549065462
2023/11/16,-0.506514254
2023/11/17,-0.625926169
2023/11/20,-0.612367771
2023/11/21,-0.595241373
2023/11/22,-1.675346175
2023/11/23,-0.499184622
2023/11/24,-0.220782852
2023/11/27,-0.996933242
2023/11/28,-1.364406914
2023/11/29,-0.372921346
2023/11/30,-0.742528392
2023/12/1,0.432131039
2023/12/4,-1.468053335
2023/12/5,-0.685417099
2023/12/6,0.275091008
2023/12/7,0.413354514
2023/12/8,-0.788404676
2023/12/11,-0.970973563
2023/12/12,-1.468053335
2023/12/13,-0.996933242
2023/12/14,-0.542638867
2023/12/15,-0.155755915
2023/12/18,-1.159319316
2023/12/19,-0.120649869
2023/12/20,1.236865442
2023/12/21,1.656145909
2023/12/22,0.275091008
2023/12/25,1.123107175
2023/12/26,0.141193719
2023/12/27,0.275091008
2023/12/28,0.764331105
2023/12/29,-0.042915054
2024/1/2,0.456808758
2024/1/3,-0.431589131
2024/1/4,-0.311997107
2024/1/5,0.086642971
2024/1/8,-1.620474541
2024/1/9,0.593097071
2024/1/10,-2.020083182
2024/1/11,1.368585539
2024/1/12,-0.742528392
2024/1/15,-1.208937284
2024/1/16,-0.349763009
2024/1/17,-1.611013914
2024/1/18,0.253531275
2024/1/19,1.191696718
2024/1/22,-0.042915054
2024/1/23,-0.742528392
2024/1/24,-1.935311787
2024/1/25,-1.128521957
2024/1/26,0.063086967
2024/1/29,0.248590503
2024/1/30,-1.029549248
2024/1/31,-1.346116369
2024/2/1,0.016374212
2024/2/2,-0.61722451
2024/2/5,-0.349763009
2024/2/6,-1.582064397
2024/2/7,-0.248683683
2024/2/8,-1.208937284
2024/2/19,0.213041045
2024/2/20,0.109174802
2024/2/21,0.025674489
2024/2/22,-0.861611513
2024/2/23,0.936543619
2024/2/26,-0.893796141
2024/2/27,-1.632945367
2024/2/28,-0.612367771
2024/2/29,-1.926489425
2024/3/1,-0.220782852
2024/3/4,-0.042915054
2024/3/5,-1.657407372
2024/3/6,-1.747101389
2024/3/7,-1.493332949
2024/3/8,0.456808758
2024/3/11,0.025674489
2024/3/12,0.038435334
2024/3/13,-0.515626769
2024/3/14,-0.636926379
2024/3/15,-1.017786098
2024/3/18,-1.542086492
2024/3/19,-0.237252092
2024/3/20,-0.10026041
2024/3/21,0.206946852
2024/3/22,-0.086101063
2024/3/25,-0.803364334
2024/3/26,-0.625926169
2024/3/27,-1.302219062
2024/3/28,-1.256530028
2024/3/29,-0.2761195
2024/4/1,-0.542638867
2024/4/2,-0.148917075
2024/4/3,2.055924959
2024/4/8,-0.311997107
2024/4/9,-0.56390371
2024/4/10,-0.875788075
2024/4/11,-1.791948398
2024/4/12,0.724953243
2024/4/15,0.275091008
2024/4/16,0.218134699
2024/4/17,-0.372921346
2024/4/18,-0.399860635
2024/4/19,-0.506514254
2024/4/22,-0.042915054
2024/4/23,0.540096061
2024/4/24,-1.164936445
2024/4/25,-1.964388305
2024/4/26,-0.527262749
2024/4/29,-0.595241373
2024/4/30,-1.582064397
2024/5/6,0.985928089
2024/5/7,-0.042915054
2024/5/8,-0.56390371
2024/5/9,-0.742528392
2024/5/10,-1.271965512
2024/5/13,0.863991124
2024/5/14,-1.542086492
2024/5/15,-1.493332949
2024/5/16,-1.476548943
2024/5/17,0.693520038
2024/5/20,-0.042915054
2024/5/21,0.240711975
2024/5/22,-0.042915054
2024/5/23,0.129121012
2024/5/24,-0.096731465
2024/5/27,0.086642971
2024/5/28,1.37522009
2024/5/29,-0.286966218
2024/5/30,-1.208937284
2024/5/31,-0.35287033
2024/6/3,-0.695096979
2024/6/4,0.574390832
2024/6/5,-1.092335061
2024/6/6,-0.861611513
2024/6/7,-0.515626769
2024/6/11,0.656698283
2024/6/12,0.206946852
2024/6/13,-1.058482802
2024/6/14,-1.331676466
2024/6/17,0.363836886
2024/6/18,-1.263170876
2024/6/19,0.213041045
2024/6/20,-1.582064397
2024/6/21,-0.148917075
2024/6/24,0.248590503
2024/6/25,-1.611013914
2024/6/26,-0.797400026
2024/6/27,-0.996933242
2024/6/28,-0.781943228
2024/7/1,-0.917431726
2024/7/2,0.456808758
2024/7/3,-0.469508553
2024/7/4,-0.875788075
2024/7/5,0.94710382
2024/7/8,-0.542638867
2024/7/9,-0.670773178
2024/7/10,0.456808758
2024/7/11,-0.499184622
2024/7/12,-1.542086492
2024/7/15,-1.582064397
2024/7/16,-0.810783352
2024/7/17,-1.251338092
2024/7/18,0.162853575
2024/7/19,0.016374212
2024/7/22,-1.632945367
2024/7/23,-1.986285437
2024/7/24,0.30003266
2024/7/25,0.151421984
2024/7/26,-1.884002785
2024/7/29,-1.302219062
2024/7/30,-1.827642956
2024/7/31,-0.875788075
2024/8/1,-1.164936445
2024/8/2,-0.527262749
2024/8/5,-1.59761136
2024/8/6,0.856587809
2024/8/7,0.717534226
2024/8/8,0.190289392
2024/8/9,-0.372921346
2024/8/12,0.574390832
2024/8/13,0.162853575
2024/8/14,-0.742528392
2024/8/15,-0.742528392
2024/8/16,0.413354514
2024/8/19,-0.248683683
2024/8/20,1.70611829
2024/8/21,-0.810783352
2024/8/22,-0.917431726
2024/8/23,-0.042915054
2024/8/26,-1.208937284
2024/8/27,1.123107175
2024/8/28,-1.053467653
2024/8/29,-0.457939916
2024/8/30,0.844654106
2024/9/2,0.190289392
2024/9/3,-0.996933242
2024/9/4,-0.120649869
2024/9/5,-0.29277696
2024/9/6,-0.665858437
2024/9/9,-1.247167521
2024/9/10,0.226166999
2024/9/11,-0.10026041
2024/9/12,0.025674489
2024/9/13,-0.329641832
2024/9/18,1.123107175
2024/9/19,-1.346116369
2024/9/20,0.540096061
